accn|cik|entityName|loc|end|val
0001558370-19-007823|1640266|Voyager Therapeutics, Inc.|US-MA|2019-06-30|2230000
0001193125-19-216812|1640428|EverQuote, Inc.|US-MA|2019-06-30|18355000
0001640455-19-000071|1640455|JOUNCE THERAPEUTICS, INC.|US-MA|2019-06-30|2596000
0001213900-19-015700|1641398|Code Chain New Continent Limited|CN-|2019-06-30|2132655
0001558370-19-007368|1641614|CPI Card Group Inc.|US-CO|2019-06-30|14415000
0001493152-19-012600|1641631|Beyond Air, Inc.|US-NY|2019-06-30|1553002
0001104659-19-044881|1641640|Nabriva Therapeutics plc|IE-|2019-06-30|2914000
0001641751-19-000023|1641751|BrewBilt Manufacturing Inc.|US-CA|2019-06-30|571394
0001641991-19-000059|1641991|SPX FLOW, INC.|US-NC|2019-06-29|149300000
0001213900-19-014611|1642159|SIGYN THERAPEUTICS, INC.|US-CA|2019-06-30|9606
0001493152-19-012536|1642380|Oncocyte Corporation|US-CA|2019-06-30|556000
0001558370-19-007093|1642453|DASEKE, INC.|US-TX|2019-06-30|23800000
0001564590-19-029314|1642545|Shockwave Medical, Inc.|US-CA|2019-06-30|2216000
0001477932-19-004849|1643301|CURE PHARMACEUTICAL HOLDING CORP.|US-CA|2019-06-30|539486
0001477932-20-005602|1643721|LEAFBUYER TECHNOLOGIES, INC|US-CO|2019-06-30|290032
0001213900-19-015517|1643953|Purple Innovation, Inc.|US-UT|2019-06-30|29457000
0001393905-20-000054|1643988|Loop Media, Inc.|US-CA|2019-06-30|14473
0001644406-19-000032|1644406|Hostess Brands, Inc.|US-KS|2019-06-30|72161000
0001644440-19-000115|1644440|GCP Applied Technologies Inc.|US-GA|2019-06-30|104000000
0001493152-19-014136|1644488|SHARING SERVICES GLOBAL CORPORATION|US-TX|2019-07-31|1362287
0001564590-19-028780|1644675|MIMECAST LIMITED|GB-|2019-06-30|7411000
0001654954-19-009562|1644903|cbdMD, INC.|US-NC|2019-06-30|1886395
0001144204-19-039777|1644963|Avenue Therapeutics, Inc.|US-NY|2019-06-30|851000
0001493152-19-019353|1645155|Webstar Technology Group, Inc.|US-FL|2019-06-30|36122
0001564590-19-030813|1645460|Cue Biopharma, Inc.|US-MA|2019-06-30|2289000
0001645590-19-000030|1645590|HEWLETT PACKARD ENTERPRISE CO|US-TX|2019-07-31|5203000000
0001564590-19-030063|1645666|KEZAR LIFE SCIENCES, INC.|US-CA|2019-06-30|955000
0001213900-19-015809|1646188|Ondas Holdings Inc.|US-MA|2019-06-30|1715820
0001558370-20-010951|1646228|AT HOME GROUP INC.|US-TX|2019-07-27|136297000
0001646972-19-000054|1646972|Albertsons Companies, Inc.|US-ID|2019-06-15|3077900000
0001647088-19-000036|1647088|WILLSCOT MOBILE MINI HOLDINGS CORP.|US-AZ|2019-06-30|96031000
0001647513-19-000030|1647513|NOBLE MIDSTREAM PARTNERS LP|US-TX|2019-06-30|101094000
0001469709-19-000130|1647705|GLOBAL BOATWORKS HOLDINGS, INC.|US-MD|2019-06-30|299183
0001047469-19-004438|1648257|HUTCHMED (CHINA) LIMITED|-|2019-06-30|26145000
0001437749-19-015045|1648893|NUVECTRA CORP|US-TX|2019-06-30|5431000
0001558370-19-006464|1649904|RHYTHM PHARMACEUTICALS, INC.|US-MA|2019-06-30|6565000
0001144204-19-040129|1649989|Outlook Therapeutics, Inc.|US-NJ|2019-06-30|2987622
0001493152-19-012823|1650101|ADDENTAX GROUP CORP.|CN-|2019-06-30|601337
0001564590-19-030133|1650445|QUORUM HEALTH CORP|US-TN|2019-06-30|140768000
0001558370-19-007470|1650664|EDITAS MEDICINE, INC.|US-MA|2019-06-30|3981000
0001650729-19-000016|1650729|SiteOne Landscape Supply, Inc.|US-GA|2019-06-30|217600000
0001650962-19-000117|1650962|Welbilt, Inc.|US-FL|2019-06-30|116100000
0001651235-19-000160|1651235|ACACIA COMMUNICATIONS, INC.|US-MA|2019-06-30|47682000
0001651308-19-000079|1651308|BEIGENE, LTD.|KY-|2019-06-30|148536000
0001144204-19-038614|1651407|CHECKPOINT THERAPEUTICS, INC.|US-MA|2019-06-30|3872000
0001558370-19-007906|1651561|Tabula Rasa HealthCare, Inc.|US-NJ|2019-06-30|11132000
0001640334-19-001623|1651958|EOS Inc.|TW-|2019-06-30|715
0001652044-19-000023|1652044|Alphabet Inc.|US-CA|2019-06-30|3925000000
0001564590-19-028042|1652130|INTELLIA THERAPEUTICS, INC.|US-MA|2019-06-30|1848000
0001652133-19-000029|1652133|Oasis Midstream Partners LP|US-TX|2019-06-30|1522000
0001564590-19-029665|1652535|ICHOR HOLDINGS, LTD.|US-CA|2019-06-28|59832000
0001062993-19-003442|1652539|SusGlobal Energy Corp.|CA-ON|2019-06-30|618956
0001493152-19-012299|1652561|DSwiss, Inc.|MY-|2019-06-30|24188
0001273511-19-000069|1652958|FOURTH WAVE ENERGY, INC.|US-CA|2019-06-30|11349
0001564590-19-031488|1653087|Alector, Inc.|US-CA|2019-06-30|540000
0001564590-19-030756|1653247|WAITR HOLDINGS INC.|US-LA|2019-06-30|2188000
0001653477-19-000107|1653477|Ingevity Corp|US-SC|2019-06-30|114700000
0001653653-19-000014|1653653|RED ROCK RESORTS, INC.|US-NV|2019-06-30|36431000
0001437749-19-017127|1653821|CEN BIOTECH, INC.|CA-ON|2019-06-30|206521
0001683168-21-000728|1653876|MOMENTOUS HOLDINGS CORP.|GB-|2019-05-31|10470
0001193125-19-211459|1654151|Deciphera Pharmaceuticals, Inc.|US-MA|2019-06-30|13900000
0001640334-19-001693|1654588|PRECHECK HEALTH SERVICES, INC.|US-TX|2019-06-30|905000
0001655075-19-000012|1655075|ARMSTRONG FLOORING, INC.|US-PA|2019-06-30|78500000
0001655210-19-000066|1655210|BEYOND MEAT, INC.|US-CA|2019-06-29|27383000
0001564590-19-028501|1655759|Arvinas, Inc.|US-CT|2019-06-30|1411471
0001193125-19-216859|1656328|SIENNA BIOPHARMACEUTICALS, INC.|US-CA|2019-06-30|1522000
0001564590-19-031362|1656634|Gritstone bio, Inc.|US-CA|2019-06-30|5253000
0001493152-19-012801|1657214|INTERNATIONAL LAND ALLIANCE, INC.|US-CA|2019-06-30|29046
0001558370-19-007687|1657788|Kimbell Royalty Partners, LP|US-TX|2019-06-30|1184477
0001564590-19-031801|1658247|Crinetics Pharmaceuticals, Inc.|US-CA|2019-06-30|2705000
0001477932-19-005127|1658304|CLIC TECHNOLOGY, INC.|US-FL|2019-06-30|197
0001658566-19-000095|1658566|CENTENNIAL RESOURCE DEVELOPMENT, INC.|US-CO|2019-06-30|54656000
0001628280-19-010501|1659122|ROSEHILL RESOURCES INC.|US-TX|2019-06-30|20961000
0001477932-19-004604|1659183|NDIVISION INC.|US-TX|2019-06-30|38335
0001564590-19-031958|1659323|Iterum Therapeutics plc|IE-|2019-06-30|10160000
0001659617-19-000144|1659617|MOLECULIN BIOTECH, INC.|US-TX|2019-06-30|1257000
0001660134-19-000018|1660134|Okta, Inc.|US-CA|2019-07-31|3492000
0001660280-19-000030|1660280|TENABLE HOLDINGS, INC.|US-MD|2019-06-30|2207000
0001564590-19-030121|1660334|Verrica Pharmaceuticals Inc.|US-PA|2019-06-30|1467000
0001654954-19-013190|1661039|TPT Global Tech, Inc.|US-CA|2019-06-30|3096771
0001493152-19-011628|1661053|enVVeno Medical Corporation|US-CA|2019-06-30|1196893
0001558370-19-007974|1661059|NextCure, Inc.|US-MD|2019-06-30|1990000
0001193125-19-217411|1661181|ORGANOGENESIS HOLDINGS INC.|US-MA|2019-06-30|22278000
0001213900-19-015660|1661600|SATIVUS TECH CORP.|US-CT|2019-06-30|934000
0001564590-19-030748|1661998|Homology Medicines, Inc|US-MA|2019-06-30|8334000
0001564590-19-029968|1662524|AKCEA THERAPEUTICS, INC.|US-MA|2019-06-30|7936000
0001683168-19-002635|1662574|GROM SOCIAL ENTERPRISES, INC.|US-FL|2019-06-30|792369
0001144204-19-039984|1662684|KULR TECHNOLOGY GROUP, INC.|US-CA|2019-06-30|184598
0001564590-19-031260|1662774|Cortexyme, Inc.|US-CA|2019-06-30|5116000
0001493152-19-012985|1662907|IASO BIOMED, INC.|US-CO|2019-06-30|150633
0001193125-19-219972|1664106|LogicBio Therapeutics, Inc.|US-MA|2019-06-30|1657000
0001664703-20-000061|1664703|BLOOM ENERGY CORP|US-CA|2019-06-30|61427000
0001628280-19-010693|1665300|PHUNWARE, INC.|US-TX|2019-06-30|9083000
0001683168-19-002674|1665421|HIGH DESERT HOLDING CORP.|US-NV|2019-06-30|9504
0001683168-19-002686|1665598|RC-1, Inc.|-|2019-06-30|44668
0001665918-19-000162|1665918|US FOODS HOLDING CORP.|US-IL|2019-06-29|1535000000
0001666071-19-000084|1666071|CARDLYTICS, INC.|US-GA|2019-06-30|1212000
0001564590-19-029645|1666134|BlackLine, Inc.|US-CA|2019-06-30|2963000
0001666138-19-000070|1666138|Atkore Inc.|US-IL|2019-06-28|152898000
0001213900-19-015893|1666267|ARRESTAGE INTERNATIONAL, INC.|US-AZ|2019-06-30|2549
0001666700-19-000065|1666700|DUPONT DE NEMOURS, INC.|US-DE|2019-06-30|3020000000
0001213900-20-033714|1667313|ZEDGE, INC.|US-NY|2019-07-31|217000
0001654954-20-007583|1667489|Liberated Syndication Inc.|US-PA|2019-06-30|724298
0001564590-19-031852|1667633|FORTY SEVEN, INC.|US-CA|2019-06-30|8499000
0001668105-19-000025|1668105|Talend S.A.|FR-|2019-06-30|5807000
0001564590-19-031042|1668243|UroGen Pharma Ltd.|US-NJ|2019-06-30|2101000
0001493152-19-013034|1668370|TOUGHBUILT INDUSTRIES, INC.|US-CA|2019-06-30|1805899
0001564590-19-026975|1668397|Medpace Holdings, Inc.|US-OH|2019-06-30|22691000
0001558370-19-007551|1668673|PetIQ, Inc.|US-ID|2019-06-30|61234000
0001213900-19-015876|1669400|Veritas Farms, Inc.|US-FL|2019-06-30|572330
0001558370-19-007895|1669779|Camping World Holdings, Inc.|US-IL|2019-06-30|223510000
0001564590-19-027965|1669811|Donnelley Financial Solutions, Inc.|US-IL|2019-06-30|78000000
0001564590-19-030783|1669812|LSC COMMUNICATIONS, INC.|US-IL|2019-06-30|347000000
0001477932-19-004745|1670196|DESEO SWIMWEAR INC.|US-FL|2019-06-30|14079
0001564590-19-029887|1670349|U.S. Well Services, Inc.|US-TX|2019-06-30|114394000
0001670541-19-000051|1670541|Adient plc|IE-|2019-06-30|2751000000
0001558370-19-007088|1670592|YETI Holdings, Inc.|US-TX|2019-06-29|101538000
0001663577-19-000346|1670869|Rocky Mountain High Brands, Inc.|-|2019-06-30|397255
0001671013-19-000030|1671013|Cardtronics plc|US-TX|2019-06-30|34568000
0001564590-19-031118|1671584|APTEVO THERAPEUTICS INC.|US-WA|2019-06-30|11904000
0001564590-19-030952|1671933|TRADE DESK, INC.|US-CA|2019-06-30|616222000
0001672013-19-000047|1672013|Acushnet Holdings Corp.|US-MA|2019-06-30|94050000
0001654954-19-009721|1672326|YUMA ENERGY, INC.|US-TX|2019-06-30|8758660
0001672909-19-000026|1672909|Canterbury Park Holding Corp|US-MN|2019-06-30|4817013
0001564590-19-028492|1673358|Yum China Holdings, Inc.|US-TX|2019-06-30|588000000
0001673504-19-000010|1673504|SHENGSHI ELEVATOR INTERNATIONAL HOLDING GROUP INC.|US-NY|2019-06-30|484
0001673985-19-000100|1673985|ADVANSIX INC.|US-NJ|2019-06-30|192614000
0001193125-19-214077|1674101|VERTIV HOLDINGS CO|US-OH|2019-06-30|511483
0001674335-19-000072|1674335|JELD-WEN Holding, Inc.|US-NC|2019-06-29|291618000
0001558370-19-007994|1674365|Aptinyx Inc.|US-IL|2019-06-30|834000
0001564590-19-026600|1674416|CRISPR THERAPEUTICS AG|CH-|2019-06-30|7143000
0001674440-19-000013|1674440|SLINGER BAG INC.|US-MD|2019-07-31|1200
0001564590-19-027524|1674862|ASHLAND GLOBAL HOLDINGS INC.|US-DE|2019-06-30|275000000
0001674910-19-000105|1674910|VALVOLINE INC|US-KY|2019-06-30|163000000
0001564590-19-031337|1674930|FULGENT GENETICS, INC.|US-CA|2019-06-30|1175000
0001564590-19-027529|1675149|Alcoa Corp|US-PA|2019-06-30|1523000000
0001493152-19-012625|1675442|JAKROO INC.|US-CA|2019-06-30|360595
0001477932-19-004237|1675634|ShiftPixy, Inc.|US-FL|2019-05-31|2178351
0001675820-19-000046|1675820|TIVO CORP|US-CA|2019-06-30|15155000
0001213900-19-014780|1676163|AVRA MEDICAL ROBOTICS, INC.|US-FL|2019-06-30|105414
0001564590-19-031477|1676725|IDEAYA Biosciences, Inc.|US-CA|2019-06-30|1080000
0001493152-19-013091|1676852|OMNIA WELLNESS INC.|US-CO|2019-06-30|49
0001677703-19-000028|1677703|CONDUENT INC|US-NJ|2019-06-30|161000000
0001552781-19-000288|1677897|UPAY, Inc.|US-TX|2019-06-13|774124
0001140361-19-016882|1677940|BeyondSpring Inc.|US-NY|2019-06-30|8456000
0001678463-19-000075|1678463|FORTERRA, INC.|US-TX|2019-06-30|131697000
0001721868-20-000319|1678746|BOOMER HOLDINGS, INC.|US-NV|2019-07-31|159870
0001213900-20-016760|1678848|BITMIS CORP.|TH-|2019-06-30|1166
0001679082-19-000030|1679082|Myovant Sciences Ltd.|GB-|2019-06-30|10004000
0001679268-19-000034|1679268|Mammoth Energy Services, Inc.|US-OK|2019-06-30|72671000
0001558370-20-008501|1679273|Lamb Weston Holdings, Inc.|US-ID|2019-05-26|289200000
0001558370-19-008082|1679363|MORPHIC HOLDING, INC.|US-MA|2019-06-30|2906000
0001654954-19-009210|1680062|ACM Research, Inc.|US-CA|2019-06-30|18238000
0001680132-20-000019|1680132|CANNABIS SUISSE CORP.|US-CA|2019-05-31|47109
0001477932-22-007161|1680237|China King Spirit Group Ltd.|US-CA|2019-06-30|4912
0001680247-20-000008|1680247|ProPetro Holding Corp.|US-TX|2019-06-30|284730000
0001213900-19-015650|1680378|SENESTECH, INC.|US-AZ|2019-06-30|255000
0001564590-19-032952|1680581|Fulcrum Therapeutics, Inc.|US-MA|2019-06-30|3081000
0001680689-20-000002|1680689|BOXXY INC.|US-UT|2019-07-31|0
0001680873-23-000004|1680873|HF Foods Group Inc.|US-NV|2019-06-30|18963000
0001564590-19-030417|1681087|AVROBIO, INC.|US-MA|2019-06-30|2572000
0001493152-19-015865|1681282|ANVIA HOLDINGS CORP|US-NJ|2019-06-30|864997
0001681459-19-000090|1681459|TechnipFMC plc|GB-|2019-06-30|2488700000
0001493152-19-013446|1681556|GEX MANAGEMENT, INC.|US-TX|2019-06-30|20206
0001681622-19-000070|1681622|VAREX IMAGING CORPORATION|US-UT|2019-06-28|61300000
0001654954-19-009079|1681682|ENDRA LIFE SCIENCES INC.|US-MI|2019-06-30|1011324
0001213900-19-015869|1681941|IFRESH INC|US-NY|2019-06-30|11540086
0001144204-19-040067|1682149|SUMMIT WIRELESS TECHNOLOGIES, INC.|US-CA|2019-06-30|1018000
0001580695-19-000324|1682265|Reliant Holdings, Inc.|US-TX|2019-06-30|60286
0001144204-19-039480|1682639|EYENOVIA, INC.|US-NY|2019-06-30|1802386
0001564590-19-029382|1682745|VERRA MOBILITY CORPORATION|US-AZ|2019-06-30|49318000
0001682852-19-000031|1682852|Moderna, Inc.|US-MA|2019-06-30|29609000
0001564590-19-028814|1683606|Cars.com Inc.|US-IL|2019-06-30|13466000
0001140361-19-014829|1683695|INTERNATIONAL MONEY EXPRESS, INC.|US-FL|2019-06-30|14451000
0001684506-19-000011|1684506|FOLKUP DEVELOPMENT INC.|HK-|2019-05-31|0
0001178913-19-002152|1684693|SOL-GEL TECHNOLOGIES LTD.|IL-|2019-06-30|2767000
0001685071-19-000023|1685071|DOVA PHARMACEUTICALS INC.|US-NC|2019-06-30|2546000
0001685715-19-000027|1685715|JAGGED PEAK ENERGY INC.|US-TX|2019-06-30|27096000
0001558370-19-008073|1687187|Ramaco Resources, Inc.|US-KY|2019-06-30|16325000
0001564590-19-034087|1687221|REV Group, Inc.|US-WI|2019-07-31|211000000
0001564590-19-034515|1687932|J.Jill, Inc.|US-MA|2019-08-03|52955000
0001213900-19-015839|1687999|EMR Technology Solutions, Inc.|-|2019-06-30|369565
0001688476-19-000029|1688476|NexTier Oilfield Solutions Inc.|US-TX|2019-06-30|119914000
0001688568-19-000087|1688568|DXC Technology Co|US-VA|2019-06-30|1517000000
0001688757-19-000047|1688757|Establishment Labs Holdings Inc.|CR-|2019-06-30|8531000
0001628280-19-010171|1688941|FOUNDATION BUILDING MATERIALS, INC.|US-CA|2019-06-30|165314000
0001078782-19-000593|1689490|NetPay International Inc|-|2019-06-30|14925
0001689813-19-000052|1689813|Biohaven Pharmaceutical Holding Company Ltd.|US-CT|2019-06-30|13502000
0001689923-19-000026|1689923|ALTERYX, INC.|US-CA|2019-06-30|10823000
0001193125-19-216106|1690585|Magenta Therapeutics, Inc.|US-MA|2019-06-30|2349000
0001493152-19-015485|1690622|XTRIBE P.L.C.|GB-|2019-06-30|495679
0001564590-19-029398|1690666|XPERI CORP|US-CA|2019-06-30|4485000
0001690769-19-000076|1690769|ALTA MESA RESOURCES, INC. /DE|US-TX|2019-06-30|12526000
0001690820-19-000193|1690820|CARVANA CO.|US-AZ|2019-06-30|55849000
0001691303-19-000036|1691303|WARRIOR MET COAL, INC.|US-AL|2019-06-30|36467000
0001692115-19-000062|1692115|Southwest Gas Holdings, Inc.|US-NV|2019-06-30|196915000
0001493152-19-012480|1692415|CO-DIAGNOSTICS, INC.|US-UT|2019-06-30|35897
0001692427-19-000030|1692427|NCS Multistage Holdings, Inc.|US-TX|2019-06-30|11933000
0001692819-19-000015|1692819|VISTRA CORP.|US-TX|2019-06-30|782000000
0001692981-19-000028|1692981|Diamond Holdings, Inc.|US-AL|2019-07-31|1700
0001558370-19-007459|1693256|SELECT ENERGY SERVICES, INC.|US-TX|2019-06-30|53107000
0001693317-19-000010|1693317|Cheniere Corpus Christi Holdings, LLC|US-TX|2019-06-30|29196000
0001193125-19-207743|1693415|Translate Bio, Inc.|US-MA|2019-06-30|3347000
0001493152-19-012481|1693690|VERONI BRANDS CORP.|US-IL|2019-06-30|332615
0001694028-19-000038|1694028|Liberty Oilfield Services Inc.|US-CO|2019-06-30|108102000
0001694187-19-000062|1694187|NEON THERAPEUTICS, INC.|US-MA|2019-06-30|2751000
0001694426-19-000116|1694426|DELEK US HOLDINGS, INC.|US-TN|2019-06-30|1336600000
0001694665-19-000069|1694665|Evelo Biosciences, Inc.|US-MA|2019-06-30|2693000
0001640334-19-001702|1694688|Xplosion Incorporated|-|2019-07-31|21781
0001493152-19-011694|1695357|PROVENTION BIO, INC.|US-NJ|2019-06-30|3801000
0001493152-19-012969|1695473|THE GREATER CANNABIS COMPANY, INC.|US-MD|2019-06-30|9700
0001477932-19-005319|1696025|MWF GLOBAL INC.|US-FL|2019-07-31|2195
0001696411-20-000016|1696411|CRONA CORP.|RO-|2019-06-30|2200
0001144204-19-040012|1696558|Jerash Holdings (US), Inc.|US-NJ|2019-06-30|2464672
0001696898-19-000013|1696898|Chee Corp.|US-AZ|2019-07-31|1500
0001477932-19-003776|1697080|HICLASST, INC.|US-NV|2019-05-31|2000
0001165527-19-000134|1697412|Migom Global Corp.|-|2019-06-30|2249
0001697500-19-000050|1697500|SOLARIS OILFIELD INFRASTRUCTURE, INC.|US-TX|2019-06-30|2756000
0001558370-19-007973|1697532|Applied Therapeutics, Inc.|US-NY|2019-06-30|3987000
0001654954-19-009417|1697851|REKOR SYSTEMS, INC.|US-MD|2019-06-30|5175000
0001697884-19-000010|1697884|VITASPRING BIOMEDICAL CO. LTD.|CA-|2019-07-31|5010
0001640334-20-001561|1697935|MAPTELLIGENT, INC.|US-NV|2019-06-30|77094
0001493152-19-011875|1698514|NATIONAL ENERGY SERVICES REUNITED CORP.|US-TX|2019-06-30|68235000
0001477932-19-004929|1698519|ADVECO GROUP INC.|CN-|2019-06-30|1297977
0001698530-19-000125|1698530|EXICURE, INC.|US-IL|2019-06-30|917000
0001213900-19-018635|1698702|ARION GROUP CORP.|US-CA|2019-07-31|17321
0001699039-19-000045|1699039|RANGER ENERGY SERVICES, INC.|US-TX|2019-06-30|15000000
0001558370-19-006861|1699136|Cactus, Inc.|US-TX|2019-06-30|46346000
0001140361-19-014130|1699150|Ingersoll Rand Inc.|US-NC|2019-06-30|331800000
0001700849-19-000007|1700849|Vado Corp.|US-NY|2019-05-31|0
0001558370-19-007820|1701040|CISION LTD.|US-IL|2019-06-30|12878000
0001564590-19-030746|1701108|SPERO THERAPEUTICS, INC.|US-MA|2019-06-30|1039000
0001558370-19-007284|1701114|Blue Apron Holdings, Inc.|US-NY|2019-06-30|24827000
0001701605-19-000058|1701605|BAKER HUGHES COMPANY|US-TX|2019-06-30|3966000000
0001564590-19-030862|1701732|Altair Engineering Inc.|US-MI|2019-06-30|6462000
0001493152-19-013753|1701756|MUSCLE MAKER, INC.|US-TX|2019-06-30|675325
0001213900-19-018036|1701758|THE LOVESAC COMPANY|US-CT|2019-08-04|17670642
0001640334-19-001552|1701859|TGS INTERNATIONAL LTD|-|2019-06-30|883578
0001702744-19-000022|1702744|The Simply Good Foods Company|US-CO|2019-05-25|17326000
0001628280-19-009497|1702780|Altice USA, Inc.|US-NY|2019-06-30|909120000
0001654954-19-008841|1702924|WRAP TECHNOLOGIES, INC.|US-AZ|2019-06-30|416393
0001213900-19-014741|1703038|NRC GROUP HOLDINGS CORP.|US-TX|2019-06-30|34373000
0001703056-19-000099|1703056|ADT Inc.|US-FL|2019-06-30|275081000
0001703157-19-000014|1703157|SecureTech Innovations, Inc.|US-MN|2019-06-30|120
0001654954-19-010733|1703625|Treasure & Shipwreck Recovery, Inc.|US-FL|2019-07-31|1899
0001437749-19-018492|1703956|CONCRETE PUMPING HOLDINGS, INC.|US-CO|2019-07-31|6788000
0001704235-19-000052|1704235|QUINTANA ENERGY SERVICES INC.|US-TX|2019-06-30|40665000
0001558370-19-007821|1704596|EVO Payments, Inc.|GE-|2019-06-30|46708000
0001564590-19-030803|1704711|FUNKO, INC.|US-WA|2019-06-30|32852000
0001704715-19-000046|1704715|ALPHA METALLURGICAL RESOURCES, INC.|US-TN|2019-06-30|89214000
0001213900-19-015889|1704760|American Virtual Cloud Technologies, Inc.|US-GA|2019-06-30|5525133
0001213900-19-015888|1704795|Bantec, Inc.|US-NJ|2019-06-30|3348076
0001493152-19-012644|1705012|FAT Brands Inc.|US-CA|2019-06-30|6472000
0001705682-19-000013|1705682|Venator Materials PLC|-|2019-06-30|299000000
0001564590-19-029974|1705843|Calyxt, Inc.|US-MN|2019-06-30|395000
0001683168-19-002699|1706524|urban-gro, Inc.|US-CO|2019-06-30|3251595
0001707092-19-000017|1707092|DELPHI TECHNOLOGIES PLC|GB-|2019-06-30|832000000
0001193125-19-219969|1707210|NAVIOS MARITIME CONTAINERS L.P.|MC-|2019-06-30|2403000
0001213900-20-026967|1707258|AMESITE INC.|US-MI|2019-06-30|207543
0001493152-20-020250|1707303|Dogness (International) Corporation|CN-|2019-06-30|543158
0001564590-19-031964|1707502|Solid Biosciences Inc.|US-MA|2019-06-30|5600000
0001564590-19-034461|1707753|Elastic N.V.|US-CA|2019-07-31|6799000
0001707925-19-000059|1707925|Linde plc|US-CT|2019-06-30|3358000000
0001708035-19-000021|1708035|Ecovyst Inc.|US-PA|2019-06-30|135595000
0001708055-19-000024|1708055|RIBBON COMMUNICATIONS INC.|US-TX|2019-06-30|33499000
0001213900-19-015148|1708176|HALL OF FAME RESORT & ENTERTAINMENT COMPANY|US-OH|2019-06-30|302683
0001708301-19-000024|1708301|BP Midstream Partners LP|US-TX|2019-06-30|473000
0001564590-19-028819|1708493|Harpoon Therapeutics, Inc.|US-CA|2019-06-30|4519000
0001493152-19-012634|1708599|AgeX Therapeutics, Inc.|US-CA|2019-06-30|437000
0001709164-20-000041|1709164|HAMILTON BEACH BRANDS HOLDING COMPANY|US-VA|2019-06-30|86199000
0001558370-19-008018|1709401|RUBIUS THERAPEUTICS, INC.|US-MA|2019-06-30|2344000
0001214659-19-005739|1709542|ELECTRONIC SERVITOR PUBLICATION NETWORK, INC.|US-MN|2019-06-30|144843
0001213900-19-016254|1709587|AEDAN FINANCIAL CORP|US-CA|2019-06-30|35109
0001710155-19-000053|1710155|National Vision Holdings, Inc.|US-GA|2019-06-29|47100000
0001493152-19-011727|1710340|ETON PHARMACEUTICALS, INC.|US-IL|2019-06-30|883000
0001710366-19-000015|1710366|CONSOL Energy Inc|US-PA|2019-06-30|130881000
0001710495-19-000011|1710495|Minaro Corp.|CY-|2019-07-31|0
